Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Visibility,Source,Cloud cover,Distance
556,2459760.3666,51.52279,-0.71986,0.747,2459760.34994,2459760.38742,53.96667,2.76517,309.83743,-3.56111,315.4286,0.00272,1.01398,8.44095,6.32628,5.59117,0.00542,53.88467,0.15903,0.15915,-0.45235,-0.45227,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,21185.2666688335
557,2459760.38125,53.83333,-2.2,0.762,2459760.36359,2459760.40333,57.23333,2.62411,312.50792,-3.43965,318.64602,0.00272,1.01398,8.62603,6.06376,6.1381,0.00566,53.89172,0.16609,0.16621,-0.4743,-0.47422,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,67714.83791825066
558,2459760.36467,50.79899,-1.09125,0.745,2459760.34825,2459760.38519,53.18333,2.81166,309.08856,-3.59948,314.53621,0.00272,1.01398,8.41114,6.41114,5.44765,0.00538,53.88244,0.1579,0.15802,-0.44455,-0.44447,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,7,49293.49778927182
559,2459760.38233,53.76282,-2.70452,0.763,2459760.36468,2459760.40439,57.18333,2.633,312.40779,-3.44632,318.54444,0.00272,1.01398,8.63593,6.07932,6.13665,0.00567,53.89139,0.16647,0.16659,-0.47251,-0.47244,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,2,53132.84625384615
560,2459760.38249,54.57,-1.32,0.763,2459760.3645,2459760.40498,58.28333,2.5649,313.50572,-3.38852,319.78503,0.00272,1.01398,8.65074,5.95342,6.2793,0.00569,53.89431,0.16705,0.16716,-0.48475,-0.48467,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,33040.2191944734
561,2459760.37478,52.58528,-1.98396,0.755,2459760.35766,2459760.39617,55.45,2.70807,310.9884,-3.51117,316.84433,0.00272,1.01398,8.54023,6.21924,5.85593,0.00554,53.88768,0.16279,0.16291,-0.46075,-0.46068,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,51838.12659784676
562,2459760.37872,53.95763,-1.08271,0.759,2459760.36104,2459760.40082,57.28333,2.60734,312.68911,-3.42627,318.82316,0.00272,1.01398,8.60199,6.03361,6.13404,0.00562,53.8923,0.16517,0.16528,-0.47787,-0.4778,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,48075.23734152748
563,2459761.39255,53.75,-2.48333,1.773,2459761.36378,2459761.42851,93.2,5.15951,305.20197,-4.97214,321.75388,0.00271,1.01413,19.38814,10.13165,16.55191,0.02835,53.83327,0.83174,0.83291,0.31056,0.31118,0.5,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOUK,8,64664.10866292297
564,2459791.36332,53.75,-2.48333,2.117,2459791.34078,2459791.39149,73.03333,4.92165,288.49719,-4.6749,310.21791,0.00267,1.01277,23.72288,9.59655,21.72072,0.04225,54.65119,1.25815,1.25987,0.47584,0.47669,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,64664.10866292297
565,2459791.3718,55.95206,-3.19648,2.125,2459791.35008,2459791.39895,70.36667,4.39305,290.0702,-4.2371,312.3294,0.00267,1.01277,23.85395,8.63016,22.2592,0.04271,54.69547,1.27292,1.27447,0.38653,0.3873,0.5,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,1.0,ICOUK,0,52117.00185646478
566,2459790.34585,51.50853,-0.12574,1.099,2459790.32877,2459790.3672,55.33333,3.5291,296.82454,-3.98936,306.96371,0.00269,1.01271,12.61668,7.51845,10.13917,0.01207,54.40678,0.35793,0.35828,-0.21447,-0.21427,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,20648.90715971427
567,2459819.31002,53.75,-2.48333,0.465,2459819.30009,2459819.32243,32.16667,1.91785,286.75152,-2.82874,290.92725,0.00265,1.00772,6.32106,4.7466,4.17572,0.00304,55.31726,0.09162,0.09167,-0.65173,-0.6517,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,0,64664.10866292297
568,2459819.30646,53.95763,-1.08271,0.461,2459819.29653,2459819.31888,32.18333,1.90433,286.87768,-2.81884,291.03473,0.00265,1.00772,6.29115,4.72317,4.15706,0.00301,55.31615,0.09076,0.09081,-0.65461,-0.65458,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,2,34008.16655925321
569,2459820.31249,53.75,-2.48333,1.467,2459820.29846,2459820.33003,45.46667,3.10065,275.85735,-3.65369,291.51798,0.00263,1.00761,17.04659,6.75434,15.66063,0.02197,55.71959,0.66694,0.66753,-0.11613,-0.11581,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,64664.10866292297
570,2459820.31215,53.58333,-2.43333,1.467,2459820.29808,2459820.32975,45.6,3.12602,275.8148,-3.67454,291.44854,0.00263,1.00761,17.04019,6.80056,15.63373,0.02195,55.71809,0.66643,0.66702,-0.11179,-0.11147,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,4,58967.44322896378
571,2459820.30226,51.62127,0.30556,1.457,2459820.28775,2459820.32039,47.0,3.41304,275.42383,-3.91015,290.66346,0.00263,1.00762,16.89836,7.32319,15.23964,0.02159,55.69752,0.65522,0.65585,-0.06568,-0.06533,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,0,29557.942269433704
572,2459820.30987,52.47214,-2.08212,1.465,2459820.29553,2459820.3278,46.46667,3.29297,275.54859,-3.81302,290.9996,0.00263,1.00762,16.99757,7.106,15.45101,0.02184,55.70792,0.663,0.66362,-0.08313,-0.08279,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,53714.083843677094
573,2459820.31005,53.69076,-1.62907,1.465,2459820.29601,2459820.32759,45.48333,3.10671,275.86832,-3.6596,291.49247,0.00263,1.00762,17.01785,6.76631,15.62416,0.02189,55.71813,0.6647,0.66528,-0.11617,-0.11585,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,59250.246282760876
574,2459820.32014,55.86515,-4.25763,1.475,2459820.30667,2459820.33698,43.65,2.77658,276.42082,-3.38716,292.44994,0.00263,1.00761,17.16593,6.16374,16.02913,0.02227,55.73936,0.67648,0.67701,-0.16997,-0.16967,1.0,Not_seen,Not_seen,Not_seen,0.0,ICOUK,8,43793.45446177937
575,2459850.25913,53.75,-2.48333,1.846,2459850.24755,2459850.27361,37.53333,2.3399,249.75309,-3.30241,271.39564,0.00255,0.99996,22.35671,5.64231,21.64255,0.03758,57.49652,1.17748,1.17828,0.04014,0.04054,0.5,Not_seen,Not_seen,Not_seen,0.0,ICOUK,4,64664.10866292297
