hijri_month,conj,date,country,city,state,atmosphere,sky,y_eye,y_bino,y_tele,y_ccd
36-10,2015-07-16 01:24:00,2015-07-17,Ghana,Tamale,Northern,clear,partly cloudy,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Ghana,Accra,Greater Accra,clear,clear,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Hungary,Mohacs,Baranya,hazy,partly cloudy,False,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,True
36-10,2015-07-16 01:24:00,2015-07-17,Indonesia,Surakarta,Central Java,clear,clear,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Indonesia,Tangerang Selatan,Banten,clear,clear,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Iran,Bojnord,Khorasan,clear,clear,False,False,True,False
36-10,2015-07-16 01:24:00,2015-07-17,Iran,Bojnord,Khorasan,hazy,partly cloudy,True,False,True,False
36-10,2015-07-16 01:24:00,2015-07-17,Iran,Shahreza,Isfahan,very hazy,partly cloudy,False,True,True,False
36-10,2015-07-16 01:24:00,2015-07-17,Jordan,عمّان,عمان,clear,clear,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Libya,البريقة,البريقة,hazy,partly cloudy,False,True,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Morocco,سلا,الرباط سلا زمور زعير,hazy,clear,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Morocco,بنسليمان,بنسليمان,clear,clear,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Nigeria,Ilorin,Kwara,clear,partly cloudy,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Nigeria,kaduna,kaduna,clear,partly cloudy,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Nigeria,Bauchi,Bauchi,clear,partly cloudy,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Saudi Arabia,المجمعة,المجمعة,very hazy,clear,False,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Sri Lanka,Borella,Colombo,hazy,totally cloudy,False,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Sri Lanka,Colombo,Western province,very hazy,totally cloudy,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,Tunisia,Jedaida,Ariana,clear,clear,True,False,False,False
36-10,2015-07-16 01:24:00,2015-07-17,United States,Blacksburg,Virginia,very hazy,partly cloudy,True,True,False,False
36-11,2015-08-14 14:53:00,2015-08-15,Australia,Perth,Western Australia,clear,clear,False,False,False,False
36-11,2015-08-14 14:53:00,2015-08-15,France,Bayonne,Aquitaine,clear,partly cloudy,False,False,True,False
36-11,2015-08-14 14:53:00,2015-08-15,Germany,Munich,Bavaria,clear,partly cloudy,False,False,False,True
36-11,2015-08-14 14:53:00,2015-08-15,Ghana,Accra,Greater Accra,hazy,partly cloudy,False,False,False,False
36-11,2015-08-14 14:53:00,2015-08-15,Ghana,Tamale,Northern,clear,totally cloudy,False,False,False,False
36-11,2015-08-14 14:53:00,2015-08-15,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,True
36-11,2015-08-14 14:53:00,2015-08-15,Iran,Shahreza,Isfahan,hazy,clear,False,True,False,False
36-11,2015-08-14 14:53:00,2015-08-15,Iran,Shahreza,Isfahan,hazy,clear,False,True,False,False
36-11,2015-08-14 14:53:00,2015-08-15,Nigeria,kaduna,kaduna,clear,partly cloudy,False,False,False,False
36-11,2015-08-14 14:53:00,2015-08-15,Oman,Al-Fulaij Observatory,Muscat,clear,partly cloudy,False,False,False,True
36-11,2015-08-14 14:53:00,2015-08-15,Saudi Arabia,البصر,القصيم,clear,clear,False,False,False,False
36-11,2015-08-14 14:53:00,2015-08-15,Sri Lanka,Colombo,Western province,very hazy,totally cloudy,False,False,False,False
36-11,2015-08-14 14:53:00,2015-08-15,Tunisia,سيدي يوسف- قرقنة,صفاقس,hazy,partly cloudy,False,False,False,False
36-11,2015-08-14 14:53:00,2015-08-15,United States,Blacksburg,Virginia,hazy,partly cloudy,False,False,False,False
36-11,2015-08-14 14:53:00,2015-08-16,Ghana,Tamale,Northern,clear,partly cloudy,True,False,False,False
36-11,2015-08-14 14:53:00,2015-08-16,Morocco,الرباط,الرباط,superb,clear,True,False,False,False
36-11,2015-08-14 14:53:00,2015-08-16,Saudi Arabia,عنيزة,القصيم,superb,partly cloudy,True,False,False,False
36-11,2015-08-14 14:53:00,2015-08-16,United States,Blacksburg,Virginia,hazy,partly cloudy,True,False,False,False
36-12,2015-09-13 06:41:00,2015-09-13,Brunei Darussalam,Bandar Seri Begawan,Brunei,hazy,partly cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-13,Ghana,Tamale,Northern Region,very hazy,totally cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-13,Indonesia,Surakarta,Central Java,hazy,partly cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-13,Malaysia,Tanjung Bidara,Melaka,very hazy,totally cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-13,Nigeria,Bauchi,Bauchi,clear,totally cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-13,Nigeria,Ilorin,Kwara,clear,clear,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-13,Nigeria,Bauchi,Bauchi,very hazy,totally cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-13,Oman,Al-Fulaij Observatory,Muscat,clear,partly cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-13,Saudi Arabia,البصر,القصيم,hazy,partly cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Algeria,غرداية,غرداية,hazy,clear,False,True,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Australia,Brisbane,Queensland,clear,clear,True,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Bahrain,بني جمرة,الشمالية,clear,clear,False,False,True,False
36-12,2015-09-13 06:41:00,2015-09-14,Bangladesh,Dhaka,Dhaka,superb,clear,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Ghana,Tamale,Northern Region,hazy,totally cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Indonesia,Surakarta,Central Java,clear,clear,False,False,False,True
36-12,2015-09-13 06:41:00,2015-09-14,Indonesia,Surakarta,Central Java,hazy,partly cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Iran,Shahreza,Isfahan,very hazy,partly cloudy,False,True,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Libya,البريقة,البريقة,clear,clear,False,True,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Morocco,بنسليمان,بنسليمان,clear,partly cloudy,True,True,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Nigeria,Bauchi,Bauchi,clear,partly cloudy,True,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Nigeria,Bauchi,Bauchi,clear,partly cloudy,True,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Saudi Arabia,البصر,القصيم,hazy,partly cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,South Africa,Cape Town,Western Cape,hazy,partly cloudy,True,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Sri Lanka,Colombo04,Western province,hazy,partly cloudy,True,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,Sri Lanka,Borella,Colombo,hazy,partly cloudy,False,False,True,True
36-12,2015-09-13 06:41:00,2015-09-14,Tanzania,Daressalaam,Tanzania,hazy,partly cloudy,True,True,False,False
36-12,2015-09-13 06:41:00,2015-09-14,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,False,False,False,False
36-12,2015-09-13 06:41:00,2015-09-14,United States,Blacksburg,Virginia,hazy,clear,True,True,False,False
37-1,2015-10-13 00:06:00,2015-10-13,Australia,Sydney,New South Wales,clear,totally cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-13,France,Paris,Ile de France,hazy,partly cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-13,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-13,Libya,طرابلس,المدينة,hazy,partly cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-13,Nigeria,Ilorin,Kwara,clear,clear,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-13,Saudi Arabia,بريدة,القصيم,clear,partly cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-13,Sri Lanka,Borella,Colombo,hazy,totally cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-13,Sri Lanka,Colombo04,Western province,hazy,partly cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-13,United Kingdom,York,North Yorkshire,hazy,totally cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-13,United States,Blacksburg,Virginia,hazy,partly cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-14,France,Toulon,Cote d'Azur,clear,clear,False,False,True,False
37-1,2015-10-13 00:06:00,2015-10-14,Indonesia,Surakarta,Central Java,clear,partly cloudy,True,True,True,False
37-1,2015-10-13 00:06:00,2015-10-14,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,True
37-1,2015-10-13 00:06:00,2015-10-14,Iran,Shahreza,Isfahan,hazy,partly cloudy,True,True,False,False
37-1,2015-10-13 00:06:00,2015-10-14,Iraq,الموصل,نينوى,clear,partly cloudy,True,False,True,False
37-1,2015-10-13 00:06:00,2015-10-14,Morocco,بنسليمان,بنسليمان,clear,partly cloudy,True,False,False,False
37-1,2015-10-13 00:06:00,2015-10-14,Saudi Arabia,بريدة,القصيم,clear,totally cloudy,False,False,False,False
37-1,2015-10-13 00:06:00,2015-10-14,Spain,Zaragoza,Aragon,clear,clear,True,False,False,False
37-1,2015-10-13 00:06:00,2015-10-14,United States,Blacksburg,Virginia,clear,partly cloudy,True,True,False,False
37-3,2015-12-11 10:29:00,2015-12-11,Libya,طرابلس,المدينة,hazy,partly cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-11,Morocco,بنسليمان,بنسليمان,clear,partly cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-11,Netherlands,Rotterdam,Zuid-Holland,hazy,partly cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-11,Saudi Arabia,Boraydah,al gasseem,clear,partly cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-11,Saudi Arabia,الفقره,المدينة المنورة,clear,partly cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-11,United States,McDonald Obs,Texas,clear,partly cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-12,Algeria,بريان,غرداية,clear,clear,True,False,False,False
37-3,2015-12-11 10:29:00,2015-12-12,Australia,Sydney,New South Wales,clear,totally cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-12,Egypt,بنها,القليوبية,clear,partly cloudy,True,False,True,False
37-3,2015-12-11 10:29:00,2015-12-12,Indonesia,Surakarta,Central Java,very hazy,totally cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-12,Iran,Shahreza,Isfahan,hazy,clear,True,True,False,False
37-3,2015-12-11 10:29:00,2015-12-12,Iraq,الموصل,نينوى,clear,clear,True,False,True,False
37-3,2015-12-11 10:29:00,2015-12-12,Morocco,بنسليمان,بنسليمان,clear,partly cloudy,True,False,False,False
37-3,2015-12-11 10:29:00,2015-12-12,Saudi Arabia,المدينة,المدينة المنورة,superb,clear,False,False,False,True
37-3,2015-12-11 10:29:00,2015-12-12,Saudi Arabia,Boraydah,Algasseem,clear,partly cloudy,True,True,True,False
37-3,2015-12-11 10:29:00,2015-12-12,Sri Lanka,Colombo04,Western province,very hazy,totally cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-12,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,False,False,False,False
37-3,2015-12-11 10:29:00,2015-12-12,United States,Blacksburg,Virginia,hazy,partly cloudy,True,True,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Ghana,Tamale,Northern Region,very hazy,clear,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Iran,Dehaghan to Borujen,Isfahan,clear,clear,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Iran,Shahreza,Isfahan,clear,clear,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Iraq,الموصل,نينوى,clear,clear,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Morocco,بنسليمان,بنسليمان,superb,clear,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Netherlands,Rotterdam,Zuid-Holland,hazy,partly cloudy,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Nigeria,Bauchi,Bauchi,hazy,partly cloudy,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Saudi Arabia,بريدة,القصيم,hazy,clear,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Saudi Arabia,al figrah,al madina,hazy,partly cloudy,False,False,False,True
37-4,2016-01-10 01:30:00,2016-01-10,South Africa,Cape Town,Western Cape,clear,clear,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,Sri Lanka,colombo04,western province,hazy,partly cloudy,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-10,United States,Blacksburg,Virginia,hazy,totally cloudy,False,False,False,False
37-4,2016-01-10 01:30:00,2016-01-11,Australia,Brisbane,Queensland,clear,partly cloudy,True,False,False,False
37-4,2016-01-10 01:30:00,2016-01-11,Indonesia,Surakarta,Central Java,clear,clear,True,False,False,False
37-4,2016-01-10 01:30:00,2016-01-11,Morocco,بوزنيقة,بنسليمان,clear,partly cloudy,True,False,False,False
37-4,2016-01-10 01:30:00,2016-01-11,Nigeria,Bauchi,Bauchi,clear,partly cloudy,True,True,False,False
37-4,2016-01-10 01:30:00,2016-01-11,United Kingdom,York,North Yorkshire,hazy,partly cloudy,True,False,False,False
37-4,2016-01-10 01:30:00,2016-01-11,United States,Blacksburg,Virginia,hazy,partly cloudy,True,False,False,False
37-5,2016-02-08 14:39:00,2016-02-08,Libya,طرابلس,المدينة,very hazy,totally cloudy,False,False,False,False
37-5,2016-02-08 14:39:00,2016-02-08,Morocco,بنسليمان,بنسليمان,superb,clear,False,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Australia,Sydney,New South Wales,clear,partly cloudy,False,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Ghana,Tamale,Northern,hazy,clear,False,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,True,False
37-5,2016-02-08 14:39:00,2016-02-09,Iran,Shahreza,Isfahan,hazy,clear,True,True,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Iran,Shahreza,Isfahan,hazy,clear,True,True,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Iraq,الموصل,نينوى,hazy,clear,True,False,True,False
37-5,2016-02-08 14:39:00,2016-02-09,Morocco,تمارة,تمارة,hazy,partly cloudy,True,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Morocco,بنسليمان,بنسليمان,clear,clear,True,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Morocco,الدارالبيضاء,عين السبع,superb,clear,True,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Saudi Arabia,بريدة,القصيم,hazy,partly cloudy,True,True,True,False
37-5,2016-02-08 14:39:00,2016-02-09,Saudi Arabia,AL-HARA SOUTH,AL MADINA,hazy,clear,True,False,False,True
37-5,2016-02-08 14:39:00,2016-02-09,Sri Lanka,Borella,Colombo,hazy,partly cloudy,False,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Sri Lanka,Colombo,Western province,very hazy,totally cloudy,False,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,Tanzania,Dar es salaam,Tanzania,very hazy,totally cloudy,False,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,United Kingdom,Bolton,Lancashire,very hazy,totally cloudy,False,False,False,False
37-5,2016-02-08 14:39:00,2016-02-09,United Kingdom,York,North Yorkshire,hazy,totally cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Algeria,Ghardaia,Ghardaia,clear,clear,True,True,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Algeria,بريان,تغردايت,clear,partly cloudy,True,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Australia,Sydney,New South Wales,clear,totally cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,France,Clermont Ferrand,Puy de Dôme,hazy,partly cloudy,False,False,True,False
37-8,2016-05-06 19:29:00,2016-05-07,Germany,Munich,Bavaria,clear,clear,False,True,True,False
37-8,2016-05-06 19:29:00,2016-05-07,Germany,Munich,Bavaria,superb,clear,False,False,True,True
37-8,2016-05-06 19:29:00,2016-05-07,Hungary,Davod,Bacs-Kiskun,hazy,partly cloudy,False,True,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Indonesia,Surakarta,Central Java,clear,clear,False,False,False,True
37-8,2016-05-06 19:29:00,2016-05-07,Indonesia,Surakarta,Central Java,clear,clear,False,False,True,False
37-8,2016-05-06 19:29:00,2016-05-07,Iran,Shahreza,Isfahan,hazy,partly cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Libya,المدينة,طرابلس,very hazy,totally cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Malaysia,Labuan,Labuan FT,clear,clear,False,False,True,False
37-8,2016-05-06 19:29:00,2016-05-07,Morocco,بنسليمان,بنسليمان,very hazy,totally cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Oman,Al-Fulaij Observatory,Muscat,hazy,partly cloudy,False,False,False,True
37-8,2016-05-06 19:29:00,2016-05-07,Saudi Arabia,Boraydah,al Gaseem,clear,partly cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Saudi Arabia,sewerqia,almadina,hazy,totally cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Saudi Arabia,Dhahran,Eastern Province,hazy,partly cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Sri Lanka,Mullaitivu,N.Eastern Province,very hazy,totally cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Sri Lanka,Kinniya,Trincomalee,very hazy,totally cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Tanzania,DARESSALAAM,Tanzania,hazy,partly cloudy,True,True,False,False
37-8,2016-05-06 19:29:00,2016-05-07,Tunisia,حمام الأنف,بن عروس,very hazy,totally cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,United Kingdom,Thirsk,North Yorkshire,very hazy,totally cloudy,False,False,False,False
37-8,2016-05-06 19:29:00,2016-05-07,United States,Blacksburg,Virginia,hazy,partly cloudy,True,True,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Algeria,Ghardaia,Ghardaia,very hazy,totally cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Algeria,بئر ربعة شمال,ورقلة,hazy,partly cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Algeria,بريان,تغردايت,very hazy,totally cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Bahrain,مدينة عيسى,الجنوبية,clear,clear,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,France,Mulhouse,Alsace,hazy,partly cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Indonesia,Surakarta,Central Java,clear,clear,False,False,False,True
37-9,2016-06-05 03:00:00,2016-06-05,Iran,Shahreza,Isfahan,hazy,partly cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Libya,غدامس,غدامس,very hazy,clear,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Mauritania,جميع التراب الوطنى,جميع التراب الوطنى,clear,clear,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Morocco,بنسليمان,بنسليمان,clear,partly cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Morocco,تملالت,مراكش,clear,clear,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Netherlands,Rotterdam,Zuid-Holland,hazy,partly cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Oman,الفليج,مسقط,hazy,clear,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Saudi Arabia,بريدة,القصيم,hazy,clear,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Saudi Arabia,ALFEGRA,ALMADINA,hazy,clear,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,South Africa,Cape Town,Western Province,clear,clear,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,Tunisia,حمام الأنف,بن عروس,clear,clear,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,United Kingdom,York,North Yorkshire,hazy,partly cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-05,United States,McDonald Obs,Texas,clear,partly cloudy,False,True,False,False
37-9,2016-06-05 03:00:00,2016-06-05,United States,Blacksburg,Virginia,hazy,partly cloudy,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Algeria,بئر ربعة شمال,ورقلة,clear,clear,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Algeria,تغردايت,غرداية,clear,partly cloudy,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Algeria,بريان,تغردايت,superb,clear,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Australia,Sydney,New South Wales,clear,partly cloudy,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Bahrain,مدينة عيسى,الجنوبية,clear,clear,True,False,True,False
37-9,2016-06-05 03:00:00,2016-06-06,France,Mulhouse,Alsace,clear,partly cloudy,True,True,True,False
37-9,2016-06-05 03:00:00,2016-06-06,Germany,Moerlenbach,Hessen,hazy,clear,True,True,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Germany,Munich,Bavaria,clear,clear,True,True,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Hungary,M6,Tolna,clear,partly cloudy,True,True,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Indonesia,Surakarta,Central Java,clear,partly cloudy,False,False,False,True
37-9,2016-06-05 03:00:00,2016-06-06,Indonesia,Surakarta,Central Java,clear,clear,True,True,True,False
37-9,2016-06-05 03:00:00,2016-06-06,Iran,Shahreza,Isfahan,hazy,partly cloudy,True,True,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Lebanon,Tyr-betouley,South lebanon,clear,clear,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Libya,البريقة,البريقة,clear,clear,False,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Morocco,تملالت,مراكش,hazy,partly cloudy,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Morocco,بنسليمان,بنسليمان,superb,clear,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Nigeria,Ikorodu,Lagos,clear,partly cloudy,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Saudi Arabia,Boraydah,Gaseem,hazy,clear,True,True,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Sri Lanka,Borella,Colombo,superb,clear,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Sri Lanka,Colombo-04,Western province,clear,partly cloudy,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Sri Lanka,Colombo,Western,clear,partly cloudy,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,Sri Lanka,Hambantota,South,superb,clear,True,False,False,False
37-9,2016-06-05 03:00:00,2016-06-06,United States,Blacksburg,Virginia,hazy,partly cloudy,True,False,False,False
37-10,2016-07-04 11:01:00,2016-07-04,Indonesia,Surakarta,Central Java,hazy,partly cloudy,False,False,False,False
37-10,2016-07-04 11:01:00,2016-07-04,Indonesia,Surakarta,Central Java,hazy,partly cloudy,False,False,False,False
37-10,2016-07-04 11:01:00,2016-07-04,Mauritania,انواكشوط,انواكشوط,clear,partly cloudy,False,False,False,False
37-10,2016-07-04 11:01:00,2016-07-04,Morocco,بنسليمان,بنسليمان,hazy,totally cloudy,False,False,False,False
37-10,2016-07-04 11:01:00,2016-07-04,Nigeria,Bauchi,Bauchi,clear,partly cloudy,False,False,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Algeria,Ghardaia,Ghardaia,hazy,partly cloudy,True,False,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Australia,Sydney,NSW,clear,partly cloudy,True,False,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Bahrain,مدينة عيسى,الجنوبية,clear,clear,False,True,True,False
37-10,2016-07-04 11:01:00,2016-07-05,Brunei Darussalam,Bukit Agok,Tutong,hazy,partly cloudy,False,False,True,True
37-10,2016-07-04 11:01:00,2016-07-05,France,La Rochelle,aquitaine,hazy,clear,False,True,True,False
37-10,2016-07-04 11:01:00,2016-07-05,Germany,Munich,Bavaria,clear,partly cloudy,False,True,False,True
37-10,2016-07-04 11:01:00,2016-07-05,Germany,Munich,Bavaria,clear,clear,False,False,False,True
37-10,2016-07-04 11:01:00,2016-07-05,Hungary,Udvar,Baranya,hazy,partly cloudy,False,True,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Indonesia,Surakarta,Central Java,hazy,partly cloudy,True,True,True,False
37-10,2016-07-04 11:01:00,2016-07-05,Indonesia,Surakarta,Central Java,hazy,clear,False,False,False,True
37-10,2016-07-04 11:01:00,2016-07-05,Iran,Shahreza,Isfahan,hazy,clear,True,True,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Iran,Shahreza,Isfahan,hazy,clear,True,True,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Iraq,البصرة,البصرة,very hazy,clear,True,False,False,True
37-10,2016-07-04 11:01:00,2016-07-05,Jordan,معان,معان,clear,clear,False,False,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Saudi Arabia,alhara,almadina,hazy,partly cloudy,False,False,False,True
37-10,2016-07-04 11:01:00,2016-07-05,Saudi Arabia,alhara,Almadina,hazy,partly cloudy,True,True,True,False
37-10,2016-07-04 11:01:00,2016-07-05,Saudi Arabia,بريدة,القصيم,clear,clear,True,True,True,False
37-10,2016-07-04 11:01:00,2016-07-05,Sri Lanka,Kantale,Eastern,superb,clear,True,False,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Sri Lanka,Colombo,Western,clear,partly cloudy,True,False,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Sri Lanka,Colombo-04,Western province,clear,partly cloudy,True,False,False,False
37-10,2016-07-04 11:01:00,2016-07-05,Tunisia,حمام الأنف,بن عروس,very hazy,partly cloudy,False,False,False,False
37-10,2016-07-04 11:01:00,2016-07-05,United Kingdom,York,North Yorkshire,hazy,partly cloudy,False,False,False,False
37-10,2016-07-04 11:01:00,2016-07-05,United States,Blacksburg,Virginia,hazy,partly cloudy,True,True,False,False
37-11,2016-08-02 20:45:00,2016-08-03,Algeria,سطيف,سطيف,clear,partly cloudy,False,False,False,False
37-11,2016-08-02 20:45:00,2016-08-03,Australia,Sydney,New South Wales,clear,totally cloudy,False,False,False,False
37-11,2016-08-02 20:45:00,2016-08-03,Germany,Munich,Bavaria,hazy,partly cloudy,False,False,False,True
