hijri_month,conj,date,country,city,state,atmosphere,sky,y_eye,y_bino,y_tele,y_ccd
31-12,2010-11-06 04:52:00,2010-11-07,Saudi Arabia,Jabal Khandamah,Makkah,clear,clear,True,False,False,False
31-12,2010-11-06 04:52:00,2010-11-07,Saudi Arabia,Riyadh,Riyadh,hazy,partly cloudy,True,True,True,False
31-12,2010-11-06 04:52:00,2010-11-07,United Arab Emirates,Musaffah,Abu Dhabi,hazy,totally cloudy,False,False,False,False
31-12,2010-11-06 04:52:00,2010-11-07,United States,Blacksburg,VA,hazy,clear,True,True,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Algeria,Ghardaia,Ghardaia,clear,clear,False,True,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Germany,Moerlenbach,Hessen,hazy,totally cloudy,False,False,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Ghana,Accra,Greater Accra,very hazy,totally cloudy,False,False,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Iran,Hunejan,Esfahan,superb,clear,False,True,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Iran,Esfahan,Esfahan,superb,clear,False,True,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Nigeria,Lagos,Lagos,clear,partly cloudy,False,False,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Nigeria,kaduna,kaduna,hazy,clear,False,False,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Norway,Oslo,Oslo,clear,clear,False,False,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Pakistan,karachi,sindh,hazy,clear,False,False,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Saudi Arabia,Riyadh,Riyadh,hazy,clear,False,False,True,False
32-1,2010-12-05 17:36:00,2010-12-06,South Africa,Cape Town,Western Province,hazy,partly cloudy,True,True,False,False
32-1,2010-12-05 17:36:00,2010-12-06,Tanzania,Daressalaam,Tanzania,very hazy,totally cloudy,False,False,False,False
32-1,2010-12-05 17:36:00,2010-12-06,United Kingdom,York,North Yorkshire,hazy,partly cloudy,False,False,False,False
32-1,2010-12-05 17:36:00,2010-12-06,United States,Roanoke,Virginia,hazy,partly cloudy,False,False,False,False
32-1,2010-12-05 17:36:00,2010-12-07,Ghana,Accra,Greater Accra,clear,partly cloudy,True,False,False,False
32-1,2010-12-05 17:36:00,2010-12-07,Pakistan,karachi,sindh,hazy,clear,True,False,False,False
32-1,2010-12-05 17:36:00,2010-12-07,United States,Blacksburg,VA,hazy,partly cloudy,True,False,False,False
32-2,2011-01-04 09:03:00,2011-01-04,Saudi Arabia,Riyadh,Riyadh,superb,totally cloudy,False,False,False,False
32-2,2011-01-04 09:03:00,2011-01-04,South Africa,Cape Town,Western Province,superb,clear,False,False,False,False
32-2,2011-01-04 09:03:00,2011-01-04,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,False,False,False,False
32-2,2011-01-04 09:03:00,2011-01-04,United States,Blacksburg,Virginia,hazy,clear,False,False,False,False
32-2,2011-01-04 09:03:00,2011-01-05,Algeria,Ghardaia,Ghardaia,clear,clear,True,True,True,False
32-2,2011-01-04 09:03:00,2011-01-05,Bangladesh,DHAKA,BANGLADESH,very hazy,partly cloudy,False,False,False,False
32-2,2011-01-04 09:03:00,2011-01-05,Germany,Stuttgart,Baden-Württemberg,hazy,clear,True,False,False,False
32-2,2011-01-04 09:03:00,2011-01-05,Germany,Munich,Bavaria,clear,clear,True,True,False,False
32-2,2011-01-04 09:03:00,2011-01-05,Germany,Moerlenbach,Hessen,clear,partly cloudy,True,False,False,False
32-2,2011-01-04 09:03:00,2011-01-05,Malaysia,Tanjung Bidara,Melaka,hazy,totally cloudy,False,False,True,False
32-2,2011-01-04 09:03:00,2011-01-05,Nigeria,kaduna,kaduna,clear,clear,True,True,False,False
32-2,2011-01-04 09:03:00,2011-01-05,Oman,Muscat,Muscat,hazy,partly cloudy,True,False,True,True
32-2,2011-01-04 09:03:00,2011-01-05,Pakistan,Karachi,Sindh,very hazy,partly cloudy,False,False,False,False
32-2,2011-01-04 09:03:00,2011-01-05,Saudi Arabia,Riyadh,Riyadh,superb,partly cloudy,True,False,True,False
32-2,2011-01-04 09:03:00,2011-01-05,Tanzania,Daressalaam,Tanzania,clear,partly cloudy,True,True,False,False
32-2,2011-01-04 09:03:00,2011-01-05,United Arab Emirates,Musaffah,Abu Dhabi,clear,partly cloudy,True,False,False,False
32-2,2011-01-04 09:03:00,2011-01-05,United Kingdom,York,North Yorkshire,clear,partly cloudy,True,True,True,False
32-2,2011-01-04 09:03:00,2011-01-05,United States,Blacksburg,Virginia,hazy,partly cloudy,True,True,False,False
32-3,2011-02-03 02:31:00,2011-02-03,Algeria,Ghardaia,Algeria,clear,partly cloudy,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-03,Ghana,Accra,Greater Accra,hazy,partly cloudy,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-03,Malaysia,Tanjung Bidara,Melaka,hazy,totally cloudy,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-03,Norway,Oslo,Oslo,superb,clear,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-03,Pakistan,karachi,sindh,hazy,clear,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-03,Saudi Arabia,Riyadh,Riyadh,superb,partly cloudy,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-03,South Africa,Cape Town,Western Province,hazy,partly cloudy,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-03,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-03,United States,Blacksburg,Virginia,hazy,totally cloudy,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-03,United States,Houston,Texas,very hazy,totally cloudy,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-04,Bangladesh,Dhaka,Bangladesh,clear,clear,True,False,False,False
32-3,2011-02-03 02:31:00,2011-02-04,Germany,Munich,Bavaria,clear,partly cloudy,True,True,False,False
32-3,2011-02-03 02:31:00,2011-02-04,Germany,Moerlenbach,Hessen,hazy,totally cloudy,False,False,False,False
32-3,2011-02-03 02:31:00,2011-02-04,Iran,Esfahan,Esfahan,clear,partly cloudy,True,False,False,False
32-3,2011-02-03 02:31:00,2011-02-04,Pakistan,karachi,Sindh,hazy,clear,True,False,False,False
32-3,2011-02-03 02:31:00,2011-02-04,United Arab Emirates,Khatt,Ras Al Khaimah,clear,clear,True,False,False,False
32-3,2011-02-03 02:31:00,2011-02-04,United States,Blacksburg,Virginia,hazy,totally cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-03,Nigeria,Bauchi,Bauchi,very hazy,totally cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-03,United Kingdom,York,North Yorkshire,clear,clear,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,Algeria,Ghardaia,Ghardaia,clear,clear,True,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,Bangladesh,Dhaka,Bangladesh,very hazy,totally cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,Germany,Moerlenbach,Hessen,clear,partly cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,Iran,Esfahan,Esfahan,very hazy,totally cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,Malaysia,Tg Bidara,Melaka,hazy,partly cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,Nigeria,Ikorodu,Lagos,hazy,partly cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,Nigeria,Ikorodu,Lagos,hazy,partly cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,Saudi Arabia,Makkah,Makkah,hazy,partly cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,South Africa,Cape Town,Western Province,clear,partly cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,United Arab Emirates,Mussaffah,Abu Dhabi,very hazy,partly cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-04,United Kingdom,York,North Yorkshire,hazy,partly cloudy,False,True,False,False
32-5,2011-04-03 14:32:00,2011-04-04,United States,Blacksburg,VA,hazy,totally cloudy,False,False,False,False
32-5,2011-04-03 14:32:00,2011-04-05,Nigeria,Abuja,Abuja,hazy,partly cloudy,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-03,Algeria,Ghardaia,Ghardaia,superb,clear,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-03,Germany,Munich,Bavaria,hazy,clear,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-03,United Kingdom,York,North Yorkshire,hazy,totally cloudy,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-03,United States,McDonald Obs,TX,clear,partly cloudy,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-03,United States,Blacksburg,Virginia,hazy,totally cloudy,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-03,United States,Tucson,AZ,clear,partly cloudy,False,False,True,False
32-6,2011-05-03 06:51:00,2011-05-04,Germany,Munich,Bavaria,clear,clear,True,True,False,False
32-6,2011-05-03 06:51:00,2011-05-04,Ghana,Accra,Greater Accra region,hazy,partly cloudy,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-04,Nigeria,Ikorodu,Lagos,very hazy,totally cloudy,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-04,Saudi Arabia,Halat Ammar,Tabouk,superb,totally cloudy,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-04,South Africa,Cape Town,Western Province,very hazy,clear,False,False,False,False
32-6,2011-05-03 06:51:00,2011-05-04,United Arab Emirates,Musaffah,Abu Dhabi,hazy,clear,False,False,False,True
32-6,2011-05-03 06:51:00,2011-05-04,United Kingdom,York,North Yorkshire,clear,partly cloudy,True,True,False,False
32-6,2011-05-03 06:51:00,2011-05-04,United States,Blacksburg,Virgina,clear,totally cloudy,True,False,False,False
32-7,2011-06-01 21:03:00,2011-06-02,Germany,Munich,Bavaria,clear,totally cloudy,False,False,False,False
32-7,2011-06-01 21:03:00,2011-06-02,Germany,Moerlenbach,Hessen,superb,partly cloudy,False,False,False,False
32-7,2011-06-01 21:03:00,2011-06-02,Germany,Stuttgart,Baden-Württemberg,hazy,partly cloudy,False,False,False,False
32-7,2011-06-01 21:03:00,2011-06-02,Norway,Bergen,Bergen,hazy,totally cloudy,False,False,False,False
32-7,2011-06-01 21:03:00,2011-06-02,Saudi Arabia,Riyadh,Riyadh,hazy,partly cloudy,False,False,False,False
32-7,2011-06-01 21:03:00,2011-06-02,United Kingdom,York,North Yorkshire,superb,clear,False,False,False,False
32-7,2011-06-01 21:03:00,2011-06-02,United States,Houston,Texas,hazy,partly cloudy,False,False,False,False
32-7,2011-06-01 21:03:00,2011-06-02,United States,Blacksburg,VA,hazy,partly cloudy,False,False,False,False
32-7,2011-06-01 21:03:00,2011-06-02,United States,Gainesville,Florida,very hazy,partly cloudy,False,True,False,False
32-7,2011-06-01 21:03:00,2011-06-03,Australia,Sydney,NSW,clear,partly cloudy,True,False,False,False
32-7,2011-06-01 21:03:00,2011-06-03,Bangladesh,dhaka,Bangladesh,clear,clear,True,False,False,False
32-7,2011-06-01 21:03:00,2011-06-03,Germany,Munich,Bavaria,clear,clear,True,False,False,False
32-7,2011-06-01 21:03:00,2011-06-03,Ghana,Accra,Greater Accra Region,very hazy,totally cloudy,False,False,False,False
32-7,2011-06-01 21:03:00,2011-06-03,South Africa,Cape Town,Western Province,clear,clear,True,False,False,False
32-7,2011-06-01 21:03:00,2011-06-03,United Kingdom,York,North Yorkshire,clear,clear,True,True,True,False
32-7,2011-06-01 21:03:00,2011-06-03,United States,Blacksburg,VA,hazy,partly cloudy,True,False,False,False
32-8,2011-07-01 08:54:00,2011-07-01,Oman,Muscat,Muscat,very hazy,totally cloudy,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-01,United States,Blacksburg,VA,hazy,partly cloudy,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-01,United States,Tucson,Arizona,hazy,clear,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,Australia,Sydney,NSW,clear,partly cloudy,True,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,Bangladesh,Dhaka,Dhaka,clear,totally cloudy,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,Germany,Kirchhain,Hessen,clear,totally cloudy,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,Germany,Munich,Bavaria,hazy,partly cloudy,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,Ghana,Accra,Greater Accra region,very hazy,totally cloudy,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,Iran,Esfahan,Esfahan,very hazy,totally cloudy,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,Malaysia,Tg Bidara,Melaka,hazy,partly cloudy,False,False,True,False
32-8,2011-07-01 08:54:00,2011-07-02,Nigeria,Abuja,Fct,very hazy,totally cloudy,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,Saudi Arabia,Riyadh,Riyadh,hazy,clear,False,False,True,False
32-8,2011-07-01 08:54:00,2011-07-02,South Africa,Cape Town,Western Cape Province,clear,partly cloudy,True,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,Tanzania,daressalaam,tanzania,clear,clear,True,True,False,False
32-8,2011-07-01 08:54:00,2011-07-02,United Kingdom,York,North Yorkshire,clear,clear,False,False,False,False
32-8,2011-07-01 08:54:00,2011-07-02,United States,Blacksburg,VA,very hazy,partly cloudy,True,True,False,False
32-8,2011-07-01 08:54:00,2011-07-02,United States,Houston,Texas,clear,clear,True,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Algeria,Ghardaia,Ghardaia,clear,clear,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Algeria,Ghardaïa,Ghardaïa,clear,clear,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Algeria,Beni Isguen,Ghardaïa,clear,clear,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Australia,Perth,Western Australia,hazy,partly cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Brunei Darussalam,Bandar Seri Begawan,Brunei,clear,partly cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Brunei Darussalam,Bukit Agok,Tutong,clear,partly cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Iran,Esfarjan,Isfahan,superb,clear,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Iran,Esfahan,Esfahan,superb,clear,False,False,True,False
32-9,2011-07-30 18:40:00,2011-07-31,Iran,Taft (my personal observatory),Yazd,clear,clear,False,False,True,False
32-9,2011-07-30 18:40:00,2011-07-31,Jordan,Amman,Amman,hazy,clear,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Lebanon,Bhamdoun,NA,hazy,clear,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Malaysia,Tg Bidara,Melaka,hazy,partly cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Nigeria,Abuja,Abuja,hazy,partly cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Nigeria,Ikorodu,Lagos,hazy,totally cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Norway,Oslo,Oslo,clear,totally cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Oman,MUSCAT,Muscat,hazy,totally cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Oman,Sohar,al-Batina,very hazy,partly cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,Qatar,Doha,Doha,hazy,clear,False,False,False,True
32-9,2011-07-30 18:40:00,2011-07-31,Saudi Arabia,Riyadh,Riyadh,hazy,clear,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,South Africa,Cape Town,Western Province,hazy,clear,True,True,True,False
32-9,2011-07-30 18:40:00,2011-07-31,United Kingdom,York,North Yorkshire,very hazy,totally cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,United States,Houston,Texas,clear,clear,False,False,False,False
32-9,2011-07-30 18:40:00,2011-07-31,United States,Loma Linda,CA,hazy,clear,False,True,False,False
32-9,2011-07-30 18:40:00,2011-07-31,United States,McDonald Obs,TX,hazy,clear,True,True,False,False
32-9,2011-07-30 18:40:00,2011-07-31,United States,Freehold,New Jersey,hazy,partly cloudy,False,False,False,False
32-9,2011-07-30 18:40:00,2011-08-01,Bangladesh,Dhaka,Bangladesh,clear,clear,True,False,False,False
32-9,2011-07-30 18:40:00,2011-08-01,Germany,Moerlenbach,Hessen,hazy,clear,False,True,False,False
32-9,2011-07-30 18:40:00,2011-08-01,Iran,Taft,Yazd,clear,partly cloudy,True,False,False,False
32-9,2011-07-30 18:40:00,2011-08-01,Iran,Esfahan,Esfahan,clear,clear,True,False,False,False
32-9,2011-07-30 18:40:00,2011-08-01,United States,Blacksburg,VA,hazy,partly cloudy,True,True,False,False
32-10,2011-08-29 03:04:00,2011-08-29,Algeria,Ghardaia,Ghardaia,hazy,partly cloudy,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,Algeria,Ghardaia,Ghardaia,clear,partly cloudy,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,Germany,Munich,Bavaria,clear,clear,False,False,False,True
32-10,2011-08-29 03:04:00,2011-08-29,Nigeria,Kaduna,Kaduna,hazy,totally cloudy,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,Qatar,Doha,Doha,clear,clear,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,Saudi Arabia,Madinah,Madinah,superb,clear,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,Saudi Arabia,Shmisi Mecca,Mecca,clear,clear,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,Saudi Arabia,Boraidah,Al Gaseem,hazy,clear,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,South Africa,Cape Town,Western Province,hazy,partly cloudy,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,Trinidad And Tobago,cunupia,none,hazy,totally cloudy,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,United Kingdom,York,North Yorkshire,hazy,totally cloudy,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-29,United States,Blacksburg,Virginia,hazy,partly cloudy,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-30,Algeria,Ghardaia,Ghardaia,hazy,clear,False,True,False,False
32-10,2011-08-29 03:04:00,2011-08-30,Australia,Sydney,NSW,clear,partly cloudy,True,False,False,False
32-10,2011-08-29 03:04:00,2011-08-30,Bangladesh,Dhaka,Dhaka,clear,clear,True,False,False,False
32-10,2011-08-29 03:04:00,2011-08-30,Brunei Darussalam,Bukit Agok,Bandar Seri Begawan,clear,partly cloudy,True,True,True,False
32-10,2011-08-29 03:04:00,2011-08-30,Ghana,Accra,Greater Accra region,hazy,partly cloudy,True,False,False,False
32-10,2011-08-29 03:04:00,2011-08-30,Indonesia,Surakarta,Central Java,clear,clear,True,True,True,True
32-10,2011-08-29 03:04:00,2011-08-30,Iran,Tehran,Tehran,hazy,clear,False,True,False,False
32-10,2011-08-29 03:04:00,2011-08-30,Pakistan,karachi,sindh,very hazy,totally cloudy,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-30,Saudi Arabia,Onaizah,AlGaseem,hazy,partly cloudy,False,False,True,False
32-10,2011-08-29 03:04:00,2011-08-30,United Arab Emirates,Ras Al-Khaimah,Ras Al-Khaimah,hazy,clear,False,False,False,False
32-10,2011-08-29 03:04:00,2011-08-30,United States,Houston,Texas,clear,clear,True,False,False,False
32-10,2011-08-29 03:04:00,2011-08-30,United States,Blacksburg,VA,hazy,partly cloudy,True,True,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Algeria,Ghardaia,Ghardaia,superb,clear,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Australia,Perth,Western Australia,clear,clear,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Germany,Kirchhain,Hessen,hazy,totally cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Ghana,Accra,Greater Accra region,clear,clear,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Indonesia,Surakarta,Central Java,very hazy,totally cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Iran,Tehran,Tehran,very hazy,totally cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Malaysia,Teluk Kemang,Negeri Sembilan,very hazy,totally cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Nigeria,lLagos,Lagos,hazy,partly cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Nigeria,Kaduna,Kaduna,clear,clear,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Oman,Al-Fulaij Observatory,Muscat,very hazy,partly cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Saudi Arabia,Riyadh,Riyadh,hazy,clear,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,South Africa,Cape Town,Western Province,hazy,partly cloudy,True,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,South Africa,Eastlondon,Eastern Cape,hazy,totally cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Tanzania,Daressalaam,Tanzania,hazy,partly cloudy,True,True,False,False
32-12,2011-10-26 19:56:00,2011-10-27,Trinidad And Tobago,cunupia,none,hazy,partly cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,United Kingdom,York,North Yorkshire,hazy,totally cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-27,United States,Gainesville,Florida,superb,partly cloudy,True,True,False,False
32-12,2011-10-26 19:56:00,2011-10-27,United States,Roanoke,Virginia,hazy,totally cloudy,False,False,False,False
32-12,2011-10-26 19:56:00,2011-10-28,Bangladesh,Dhaka,Bangladesh,clear,clear,True,False,False,False
32-12,2011-10-26 19:56:00,2011-10-28,Germany,Moerlenbach,Hessen,hazy,partly cloudy,True,True,False,False
32-12,2011-10-26 19:56:00,2011-10-28,Iran,Esfahan,Esfahan,hazy,totally cloudy,False,False,False,False
