Index,Date,Latitude,Longitude,Moon Age,Sunset,Moonset,Lag,Moon Alt,Moon Az,Sun Alt,Sun Az,Moon-Earth Dist,Sun-Moon Dist,ARCL,ARCV,DAZ,Illumination,Parallax,W,W',q,q',Cloud Level,Seen,Method,Methods,Source
375,2459347.36,55.95206,-3.19648,1.068,2459347.343,2459347.381,54.91667,2.77198,301.7614,-3.51131,310.8523,0.00272,1.00774,11.04707,6.28329,9.0909,0.00926,53.91581,0.27219,0.2724,-0.3885,-0.38838,1,Not_seen,Not_seen,Not_seen,ICOUK
376,2459347.337,51.46839,-0.36092,1.046,2459347.321,2459347.357,51.81667,3.11773,297.93821,-3.80715,306.14744,0.00272,1.00773,10.73596,6.92488,8.20923,0.00875,53.89719,0.25703,0.25725,-0.33337,-0.33324,1,Not_seen,Not_seen,Not_seen,ICOUK
377,2459347.343,52.6386,-1.13169,1.051,2459347.327,2459347.363,52.53333,3.03307,298.80883,-3.73559,307.2468,0.00272,1.00773,10.81335,6.76866,8.43797,0.00888,53.90194,0.26076,0.26098,-0.34677,-0.34664,0.5,Not_seen,Not_seen,Not_seen,ICOUK
378,2459347.337,51.50853,-0.12574,1.045,2459347.321,2459347.357,51.78333,3.11206,297.96652,-3.8015,306.17828,0.00272,1.00773,10.73061,6.91356,8.21176,0.00874,53.89744,0.25678,0.257,-0.33466,-0.33453,1,Not_seen,Not_seen,Not_seen,ICOUK
379,2459347.337,51.50853,-0.12574,1.045,2459347.321,2459347.357,51.78333,3.11206,297.96652,-3.8015,306.17828,0.00272,1.00773,10.73061,6.91356,8.21176,0.00874,53.89744,0.25678,0.257,-0.33466,-0.33453,0.5,Not_seen,Not_seen,Not_seen,ICOUK
380,2459347.349,53.48771,-2.29042,1.057,2459347.332,2459347.369,53.21667,2.97702,299.49057,-3.68725,308.10784,0.00272,1.00774,10.88959,6.66427,8.61727,0.009,53.90519,0.26446,0.26467,-0.35501,-0.35488,0.5,Not_seen,Not_seen,Not_seen,ICOUK
381,2459347.349,54.5767,-1.2355,1.058,2459347.333,2459347.37,53.65,2.87168,300.43899,-3.59659,309.23323,0.00272,1.00774,10.91292,6.46827,8.79424,0.00904,53.91031,0.26561,0.26582,-0.37392,-0.37379,0.5,Not_seen,Not_seen,Not_seen,ICOUK
382,2459347.349,54.5767,-1.2355,1.058,2459347.333,2459347.37,53.65,2.87168,300.43899,-3.59659,309.23323,0.00272,1.00774,10.91292,6.46827,8.79424,0.00904,53.91031,0.26561,0.26582,-0.37392,-0.37379,0.5,Not_seen,Not_seen,Not_seen,ICOUK
383,2459347.343,53.06667,-0.81667,1.052,2459347.327,2459347.364,52.71667,2.99439,299.14771,-3.70189,307.65715,0.00272,1.00773,10.8243,6.69627,8.50944,0.0089,53.90389,0.2613,0.26151,-0.35369,-0.35356,0.5,Not_seen,Not_seen,Not_seen,ICOUK
384,2459347.341,52.25,-0.88333,1.049,2459347.325,2459347.361,52.28333,3.06225,298.51013,-3.75927,306.8721,0.00272,1.00773,10.78752,6.82152,8.36198,0.00884,53.90032,0.25952,0.25973,-0.34223,-0.3421,0.5,Not_seen,Not_seen,Not_seen,ICOUK
385,2459347.344,52.9536,-1.15047,1.052,2459347.328,2459347.364,52.7,3.00707,299.0577,-3.71404,307.55355,0.00272,1.00773,10.829,6.72111,8.49586,0.0089,53.90331,0.26152,0.26174,-0.35107,-0.35094,0.5,Not_seen,Not_seen,Not_seen,ICOUK
386,2459347.346,53.38297,-1.4659,1.055,2459347.33,2459347.367,53,2.97597,299.40468,-3.68612,307.98543,0.00272,1.00774,10.85941,6.66209,8.58075,0.00895,53.90502,0.263,0.26321,-0.35609,-0.35597,0.5,Not_seen,Not_seen,Not_seen,ICOUK
387,2459347.337,51.39148,-0.29825,1.045,2459347.321,2459347.357,51.76667,3.12252,297.88439,-3.81207,306.07844,0.00272,1.00773,10.73064,6.9346,8.19405,0.00874,53.89691,0.25678,0.257,-0.33255,-0.33242,0.5,Not_seen,Not_seen,Not_seen,ICOUK
388,2459347.337,51.28071,-0.55852,1.046,2459347.321,2459347.357,51.75,3.13416,297.80644,-3.8226,305.98558,0.00272,1.00773,10.7336,6.95676,8.17914,0.00875,53.89635,0.25692,0.25714,-0.33025,-0.33012,1,Not_seen,Not_seen,Not_seen,ICOUK
389,2459347.347,53.95763,-1.08271,1.055,2459347.33,2459347.367,53.25,2.92232,299.89157,-3.64124,308.56932,0.00272,1.00774,10.8765,6.56357,8.67775,0.00898,53.90769,0.26384,0.26405,-0.36545,-0.36532,0.5,Not_seen,Not_seen,Not_seen,ICOUK
390,2459348.372,53.75,-2.48333,2.081,2459348.335,2459348.419,121.5,7.25714,298.46078,-6.96943,315.23798,0.00271,1.00812,21.96402,14.22657,16.7772,0.03629,53.67805,1.06147,1.06356,0.83978,0.84085,1,Not_seen,Not_seen,Not_seen,ICOUK
391,2459348.357,51.62127,0.30556,2.066,2459348.321,2459348.403,117.76667,7.59872,296.80946,-7.27133,312.75085,0.00271,1.00811,21.76727,14.87004,15.94138,0.03565,53.63364,1.0419,1.04405,0.89411,0.89521,0.5,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,ICOUK
392,2459377.379,52.48142,-1.89983,1.425,2459377.354,2459377.409,79.3,4.35463,306.31361,-4.61089,318.79749,0.00268,1.0129,15.35932,8.96552,12.48389,0.01786,54.46863,0.53003,0.53067,0.02891,0.02927,0,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,ICOUK
393,2459407.384,53.75,-2.48333,1.831,2459407.359,2459407.416,82.53333,4.96019,299.39205,-4.69939,318.34667,0.00262,1.01419,21.25395,9.65958,18.95462,0.03401,55.77177,1.03352,1.03497,0.36876,0.36951,1,Not_seen,Not_seen,Not_seen,ICOUK
394,2459407.383,53.58333,-2.43333,1.83,2459407.358,2459407.415,82.6,4.99664,299.23429,-4.7312,318.14033,0.00262,1.01419,21.24163,9.72784,18.90604,0.03397,55.7683,1.03227,1.03373,0.37495,0.3757,1,Not_seen,Not_seen,Not_seen,ICOUK
395,2459407.383,53.58333,-2.43333,1.83,2459407.358,2459407.415,82.6,4.99664,299.23429,-4.7312,318.14033,0.00262,1.01419,21.24163,9.72784,18.90604,0.03397,55.7683,1.03227,1.03373,0.37495,0.3757,1,Not_seen,Not_seen,Not_seen,ICOUK
396,2459407.369,51.62127,0.30556,1.815,2459407.343,2459407.401,83.11667,5.39378,297.59702,-5.08577,315.85859,0.00262,1.01419,21.03264,10.47955,18.26157,0.03331,55.72607,1.01152,1.01306,0.43944,0.44023,1,Seen,Seen_eye,Seen_eye;Seen_binoculars;Seen_telescope;Seen_ccd,ICOUK
397,2459436.356,54.59682,-5.92541,1.28,2459436.339,2459436.377,55.2,3.47777,289.88698,-3.86495,304.07099,0.00256,1.0113,15.9632,7.34272,14.18402,0.01928,57.12133,0.60012,0.60073,-0.09416,-0.09383,0.5,Not_seen,Not_seen,Not_seen,ICOUK
