hijri_month,conj,date,country,city,state,atmosphere,sky,y_eye,y_bino,y_tele,y_ccd
36-2,22/11/2014 12:32,23/11/2014,Indonesia,Surakarta,Central Java,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Indonesia,Surakarta,Central Java,superb,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Iran,Esfahan,Esfahan,superb,clear,TRUE,TRUE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Iran,Shahreza,Isfahan,clear,partly cloudy,TRUE,TRUE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Libya,البريقة,اجدابيا,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Malaysia,Tanjung Bidara,Melaka,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Nigeria,kaduna,kaduna,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Nigeria,Bauchi,Bauchi,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Saudi Arabia,Boraydah,Al Gasseem,hazy,partly cloudy,TRUE,TRUE,TRUE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Saudi Arabia,Dammam,Easter Province,hazy,partly cloudy,TRUE,TRUE,TRUE,FALSE
36-2,22/11/2014 12:32,23/11/2014,South Africa,Cape Town,Western Cape,clear,partly cloudy,TRUE,TRUE,TRUE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Sri Lanka,Colombo,Borella,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,Tanzania,DARESSALAAM,TANZANIA,hazy,clear,TRUE,TRUE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,United States,Blacksburg,VA,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-2,22/11/2014 12:32,23/11/2014,United States,Richmond,Texas,superb,clear,TRUE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,France,لروشيل (La Rochelle),Charente-Maritime,hazy,partly cloudy,FALSE,FALSE,TRUE,FALSE
36-3,22/12/2014 01:36,22/12/2014,France,بايون (Bayonne),Aquitaine,hazy,partly cloudy,FALSE,FALSE,TRUE,FALSE
36-3,22/12/2014 01:36,22/12/2014,France,كليرمون فيرن (Clermont Ferrand),Puy de Dome,clear,clear,FALSE,FALSE,TRUE,FALSE
36-3,22/12/2014 01:36,22/12/2014,Germany,Munich,Bavaria,clear,partly cloudy,FALSE,FALSE,FALSE,TRUE
36-3,22/12/2014 01:36,22/12/2014,Ghana,Tamale,Northern Region,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,Indonesia,Surakarta,Central Java,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,Iran,Gazik,South Khorasan,clear,partly cloudy,FALSE,FALSE,TRUE,FALSE
36-3,22/12/2014 01:36,22/12/2014,Iran,Dehaghan to Borujen,Isfahan,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,Iran,Esfahan,Esfahan,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,Libya,طرابلس,المدينة,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,Nigeria,Bauchi,Bauchi,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,Nigeria,Ilorin,Kwara,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,Oman,Al-Fulaij Observatory,Muscat,hazy,clear,FALSE,FALSE,FALSE,TRUE
36-3,22/12/2014 01:36,22/12/2014,Saudi Arabia,Boraydah,Al gaseem,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,South Africa,Cape Town,Western Cape,clear,clear,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,United States,Blacksburg,VA,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,22/12/2014,United States,Blacksburg,VA,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,23/12/2014,Australia,Perth,Western Australia,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,23/12/2014,Bangladesh,Dhaka,Bangladesh,hazy,clear,TRUE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,23/12/2014,Ghana,Tamale,Northern,hazy,clear,TRUE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,23/12/2014,Indonesia,Surakarta,Central Java,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,23/12/2014,Iran,Esfahan,Esfahan,clear,clear,TRUE,TRUE,FALSE,FALSE
36-3,22/12/2014 01:36,23/12/2014,Nigeria,Bauchi,Bauchi,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,23/12/2014,Nigeria,kaduna,kaduna,very hazy,clear,FALSE,FALSE,FALSE,FALSE
36-3,22/12/2014 01:36,23/12/2014,Saudi Arabia,Abha,Aseer,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,20/01/2015,France,Clermont Ferrand,Puy de Dome,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,20/01/2015,Nigeria,Bauchi,Bauchi,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,20/01/2015,Nigeria,Abuja,Federal Capital Territory,clear,clear,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,20/01/2015,Saudi Arabia,Shaqra,Riyadh,superb,clear,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,20/01/2015,United States,Blacksburg,Virginia,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Australia,Sydney,NSW,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Bangladesh,Dhaka,Bangladesh,clear,clear,TRUE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Egypt,بنها,القليوبية,clear,clear,TRUE,FALSE,TRUE,FALSE
36-4,20/01/2015 13:14,21/01/2015,France,Clermont Ferrand,Puy de Dome,hazy,partly cloudy,FALSE,FALSE,TRUE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Ghana,Tamale,Northern,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Indonesia,Surakarta,Central Java,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Iran,Esfahan,Esfahan,clear,clear,TRUE,TRUE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Iran,Shahreza,Isfahan,clear,clear,TRUE,TRUE,TRUE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Libya,البريقة,اجدابيا,clear,clear,TRUE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Netherlands,Gendringen,Gelderland,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Nigeria,Bauchi,Bauchi,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Nigeria,kaduna,kaduna,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Oman,Al-Fulaij Observatory,Muscat,clear,clear,TRUE,FALSE,TRUE,TRUE
36-4,20/01/2015 13:14,21/01/2015,Saudi Arabia,Riyadh,Riyadh,superb,clear,TRUE,TRUE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Saudi Arabia,Sudair,Riyadh,superb,clear,TRUE,FALSE,TRUE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Saudi Arabia,Dhahran,Eastern Province,clear,clear,TRUE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Saudi Arabia,abha,aseer,clear,partly cloudy,TRUE,TRUE,TRUE,FALSE
36-4,20/01/2015 13:14,21/01/2015,South Africa,Cape Town,Western Cape Province,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,Sri Lanka,Borella,Colombo,clear,clear,TRUE,TRUE,FALSE,FALSE
36-4,20/01/2015 13:14,21/01/2015,United States,Blacksburg,Virginia,clear,partly cloudy,TRUE,TRUE,FALSE,FALSE
36-6,20/03/2015 09:36,20/03/2015,France,Clermont Ferrand,Puy de Dome,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,20/03/2015,Germany,Munich,Bavaria,clear,clear,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,20/03/2015,Libya,طرابلس,المدينة,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,20/03/2015,Saudi Arabia,Boraydah,Gaseem,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,20/03/2015,Saudi Arabia,Madinah,Madinah,clear,clear,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,20/03/2015,United States,Blacksburg,Virginia,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Australia,Sydney,New South Wales,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Bangladesh,Dhaka,Dhjaka,superb,clear,TRUE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,France,La Rochelle,Charente-Maritime,hazy,partly cloudy,TRUE,FALSE,TRUE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Hungary,Budapest,Budapest,clear,clear,TRUE,TRUE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Indonesia,Surakarta,Central Java,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Iran,Shahreza,Isfahan,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Libya,البريقة,اجدابيا,clear,clear,TRUE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Morocco,الرباط,الرباط,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Nigeria,kaduna,kaduna,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Nigeria,Bauchi,Bauchi,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Saudi Arabia,BuraydahGaseem,Gaseem,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,South Africa,Cape Town,Western Cape,clear,partly cloudy,TRUE,TRUE,TRUE,FALSE
36-6,20/03/2015 09:36,21/03/2015,Sri Lanka,Borella,Colombo,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-6,20/03/2015 09:36,21/03/2015,United States,Blacksburg,Virginia,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Brunei Darussalam,Bukit Agok,Tutong,hazy,partly cloudy,FALSE,FALSE,TRUE,FALSE
36-7,18/04/2015 18:57,19/04/2015,France,Bayonne,Aquitaine,hazy,partly cloudy,TRUE,FALSE,TRUE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Germany,Hamm,NRW,clear,clear,FALSE,TRUE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Germany,Moerlenbach,Hessen,superb,clear,TRUE,TRUE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Germany,Munich,Bavaria,clear,clear,TRUE,TRUE,FALSE,TRUE
36-7,18/04/2015 18:57,19/04/2015,Ghana,Tamale,Northern,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Hungary,Szigetvar,Baranya,hazy,clear,TRUE,TRUE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Indonesia,Surakarta,Central Java,clear,partly cloudy,FALSE,FALSE,TRUE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Iran,Shahreza-Mountain Shenly Dehaghan(Boodjan),Isfahan,hazy,clear,TRUE,TRUE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Iraq,الموصل,نينوى,clear,clear,FALSE,FALSE,TRUE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Jordan,Amman,Amman,clear,clear,FALSE,TRUE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Libya,البريقة,اجدابيا,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Nigeria,kaduna,kaduna,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Nigeria,Ilorin,Kwara,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Oman,Al-Fulaij Observatory,Muscat,very hazy,partly cloudy,FALSE,FALSE,FALSE,TRUE
36-7,18/04/2015 18:57,19/04/2015,Oman,ثمريت,ظفار,clear,clear,TRUE,TRUE,TRUE,TRUE
36-7,18/04/2015 18:57,19/04/2015,Saudi Arabia,Dammam,Eastern Province,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Saudi Arabia,تبوك,تبوك,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-7,18/04/2015 18:57,19/04/2015,Tanzania,Daressalaam,Tanzania,clear,clear,TRUE,TRUE,FALSE,FALSE
36-7,18/04/2015 18:57,20/04/2015,Australia,Melbourne,Victoria,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-7,18/04/2015 18:57,20/04/2015,Saudi Arabia,Dammam,Easter Province,clear,clear,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Algeria,Ghardaia,Ghardaia,clear,clear,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,France,Mulhouse,Alsace,clear,clear,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Germany,Munich,Bavaria,hazy,partly cloudy,FALSE,FALSE,FALSE,TRUE
36-8,18/05/2015 04:13,18/05/2015,Ghana,Tamale,Northern,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Hungary,M6,Tolna,clear,clear,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Indonesia,Surakarta,Central Java,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Iran,Shahreza,Isfahan,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Iraq,الموصل,نينوى,clear,clear,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Libya,طرابلس,المدينة,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Malaysia,AlKhawarizmi Observatory Tanjung Bidara,Melaka,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Morocco,بنسليمان,بنسليمان,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Nigeria,Bauchi,Bauchi,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Nigeria,Ilorin,Lagos,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Nigeria,Bauchi,Bauchi,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Oman,Al-Fulaij Observatory,Muscat,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Saudi Arabia,Boraydah,Al gaseem,superb,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Saudi Arabia,Dhahran,Eastern Province,clear,clear,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Saudi Arabia,Dammam,Easter Province,clear,clear,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,Saudi Arabia,abha,aseer,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,18/05/2015,United States,Blacksburg,Virginia,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Algeria,Ghardaia,Ghardaia,clear,clear,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Australia,Adelaide,South Australia,clear,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Bangladesh,Dhaka,Bangladesh,clear,clear,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Egypt,بنها,القليوبية,hazy,clear,TRUE,FALSE,TRUE,FALSE
36-8,18/05/2015 04:13,19/05/2015,France,Mulhouse,Alsace,hazy,partly cloudy,TRUE,TRUE,TRUE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Ghana,Tamale,Northern,clear,clear,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Indonesia,Surakarta,Central Java,clear,clear,FALSE,FALSE,TRUE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Indonesia,Surakarta,Central Java,clear,clear,TRUE,TRUE,TRUE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Iran,Shahreza,Isfahan,clear,clear,TRUE,TRUE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Iraq,الموصل,نينوى,hazy,clear,TRUE,FALSE,TRUE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Jordan,Amman,Amman,hazy,clear,TRUE,TRUE,TRUE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Jordan,جبيهة,عمّان,clear,clear,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Libya,البريقة,البريقة,superb,clear,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Malaysia,Kesang Jaya,Melaka,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Nigeria,Bauchi,Bauchi,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Nigeria,Bauchi,Bauchi State,clear,totally cloudy,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Saudi Arabia,Boraydah,Al gaseem,hazy,partly cloudy,TRUE,TRUE,TRUE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Saudi Arabia,Dammam,Easter Province,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Saudi Arabia,Dhahran,Eastern Province,clear,clear,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Sri Lanka,Colombo04,Western province,hazy,totally cloudy,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,Sri Lanka,Borella,Colombo,hazy,partly cloudy,TRUE,FALSE,FALSE,FALSE
36-8,18/05/2015 04:13,19/05/2015,United States,Blacksburg,Virginia,hazy,partly cloudy,TRUE,TRUE,FALSE,FALSE
36-9,16/06/2015 14:05,16/06/2015,Ghana,Tamale,Northern,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,16/06/2015,Ghana,Accra,Greater Accra,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,16/06/2015,Ghana,Accra,Greater Accra region,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,16/06/2015,Libya,طرابلس,وسط المدينة,clear,clear,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Algeria,Ghardaia,Ghardaia,clear,clear,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Bangladesh,Dhaka,Bangladesh,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Egypt,بنها,القليوبية,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Germany,Munich,Bavaria,clear,partly cloudy,FALSE,FALSE,FALSE,TRUE
36-9,16/06/2015 14:05,17/06/2015,Ghana,Tamale,Northern,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Hungary,M6,Tolna,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Iran,Shahreza,Isfahan,clear,clear,FALSE,TRUE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Jordan,Amman,Amman,clear,clear,FALSE,TRUE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Malaysia,Tanjung Bidara,Melaka,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Morocco,بنسليمان,بنسليمان,clear,clear,TRUE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Nigeria,kaduna,kaduna,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Nigeria,ILORIN,KWARA,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Nigeria,Bauchi,Bauchi,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Nigeria,Bauchi,Bauchi,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Nigeria,Sokoto,Sokoto,hazy,clear,FALSE,TRUE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Nigeria,Bauchi,Bauchi,clear,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Oman,Muscat,Seeb,very hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Oman,ثمريت,صلالة,hazy,partly cloudy,FALSE,FALSE,FALSE,TRUE
36-9,16/06/2015 14:05,17/06/2015,Oman,Al-Fulaij Observatory,Muscat,hazy,partly cloudy,FALSE,FALSE,FALSE,TRUE
36-9,16/06/2015 14:05,17/06/2015,Philippines,Marawi,Mindanao,clear,clear,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Saudi Arabia,بريدة,القصيم,hazy,clear,FALSE,FALSE,TRUE,FALSE
36-9,16/06/2015 14:05,17/06/2015,South Africa,Cape Town,Western Province,clear,clear,TRUE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Sri Lanka,Borella,Colombo,hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Sri Lanka,Colombo04,Western province,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,Tanzania,Daressalaam,Tanzania,hazy,partly cloudy,TRUE,TRUE,FALSE,FALSE
36-9,16/06/2015 14:05,17/06/2015,United Arab Emirates,Abu Dhabi,Abu Dhabi,very hazy,clear,FALSE,FALSE,FALSE,TRUE
36-9,16/06/2015 14:05,17/06/2015,United States,Wildomar,California,hazy,clear,TRUE,TRUE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Algeria,Ghardaia,Ghardaia,clear,clear,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Australia,Sydney,New South Wales,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Brunei Darussalam,Bandar Seri Begawan,Brunei,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Germany,Munich,Bavaria,clear,clear,FALSE,FALSE,FALSE,TRUE
36-10,16/07/2015 01:24,16/07/2015,Germany,Oberursel,Hessen,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Ghana,Tamale,Northern,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Indonesia,Surakarta,Central Java,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Iran,Shahreza,Isfahan,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Jordan,Amman,Amman,clear,clear,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Kuwait,الجهراء,الكويت,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Morocco,بنسليمان,بنسليمان,very hazy,totally cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Nigeria,Bauchi,Bauchi,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Nigeria,Bauchi,Bauchi,clear,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Oman,Muscat,Seeb,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Oman,Al-Fulaij Observatory,Muscat,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Philippines,Marawi,Mindanao,clear,clear,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Saudi Arabia,بريدة,القصيم,clear,clear,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,South Africa,Cape Town,Western Cape,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,Tunisia,Tunis,Ariana,hazy,clear,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,United States,Blacksburg,Virginia,hazy,partly cloudy,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,16/07/2015,United States,Palos Verdes Estates,California,clear,clear,FALSE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,17/07/2015,Algeria,Ghardaia,Ghardaia,clear,clear,TRUE,TRUE,FALSE,FALSE
36-10,16/07/2015 01:24,17/07/2015,Algeria,barika,batna,clear,clear,TRUE,FALSE,FALSE,FALSE
36-10,16/07/2015 01:24,17/07/2015,Bahrain,مدينة عيسى,الجنوبية,hazy,partly cloudy,FALSE,TRUE,TRUE,FALSE
36-10,16/07/2015 01:24,17/07/2015,Bangladesh,Nilfamari,Rangpur,superb,clear,TRUE,FALSE,FALSE,FALSE
